obj
13.494454
8.136301
2.6323533
15.060159
7.4271545
4.2555637
11.388312
9.493373
7.026908
3.9573371
13.360904
6.70076
3.113194
12.365014
7.182727
14.047939
10.767473
1.4975606
13.139074
5.554039
2.443765
12.21231
13.076944
8.920267
4.7321143
2.183257
1.221043
6.037836
10.274691
8.422081
12.093369
1.6788543
5.360536
3.0772803
7.2628136
1.5971065
2.7466059
3.537052
1.1086729
1.7581699
3.0458357
13.358759
10.07518
3.8846564
8.778653
7.8082147
12.374361
4.809844
2.8209336
15.810198
3.7050576
7.584752
7.079664
10.61606
11.00341
7.584932
1.3437843
5.8137984
3.437994
13.911492
6.5438566
11.936226
8.439157
15.345222
2.3084712
2.480973
0.6934841
0.58472085
4.216939
8.605618
8.599272
4.972069
7.051575
16.312103
6.195861
6.358753
12.092224
11.323303
1.2031672
8.674047
8.090674
7.329447
1.1175057
3.2048762
13.365161
2.4184124
5.020071
1.366852
11.012211
10.414377
10.098845
1.6232584
23.66806
7.19747
16.141928
7.81419
18.980066
16.87715
4.0908976
4.6764765
