obj
2.3393772
2.3058143
1.6250174
1.8984292
7.595516
5.0876894
2.791303
3.5049648
3.379521
3.896776
4.061713
3.9810123
1.0060313
2.6568108
2.4060616
2.402865
2.7098594
1.3187051
3.3024364
1.5173472
2.681329
3.3310642
1.3964899
4.8593006
2.210563
6.3424797
2.1255958
3.2591565
2.8708053
2.5193524
3.8114495
1.8847728
4.483197
2.5352712
2.2483306
2.9513907
4.0318875
2.3955507
3.1048717
1.725492
2.4786105
1.5597408
1.1101316
4.4915257
2.4585965
1.2274203
2.1576922
2.968502
2.876919
3.440939
2.837194
1.8590028
4.026018
1.9507619
3.8857198
7.6294985
2.5835292
1.7929883
1.3400359
2.1483474
3.7235236
1.6503162
3.0667157
2.4837484
3.9252753
2.5524085
2.0965939
3.0806932
1.2396276
2.1681983
2.8507016
1.138643
1.3756928
2.3429122
0.7539631
3.12924
2.6606207
1.6115096
1.8948116
3.3248987
3.1414084
1.4507987
2.313428
3.1241932
3.3326764
2.7454462
2.153535
2.5275805
1.8023791
1.9772782
2.9342866
1.3006814
1.67033
2.624015
0.92146003
2.6626549
3.9472136
1.6200931
2.7790558
1.3620191
