obj
0.9248964
0.62178564
1.3691134
1.153358
1.2187307
0.54293
0.87110186
1.0450926
0.45411286
0.9211508
0.8897605
0.4617913
0.55919427
1.0358993
1.4342424
1.2589524
0.8439874
0.44497582
1.5911553
0.38808835
1.5323181
1.184121
2.0314448
1.3841097
0.4737172
0.41934097
0.45889604
0.6229301
0.46557325
1.3234844
0.60578376
0.3779601
1.1055832
0.35782957
0.67412245
1.2110991
0.5019764
0.48760754
0.23942941
0.7673168
0.801155
0.87600124
0.8390442
0.5005985
1.3350188
0.7855935
0.65819937
1.4061781
1.6398286
0.9082659
0.51098883
0.6425383
1.4729947
1.7979313
0.5563086
1.9222654
0.48673353
1.1974142
1.1478586
1.2702184
0.6518736
0.4993177
1.0618018
0.52317345
0.840106
0.6922732
0.47703916
0.4377936
0.3720819
0.9952747
0.8610911
1.9668539
0.5087105
0.5789752
0.602141
0.44219756
1.1428583
1.3128499
0.9196663
0.674878
1.0219796
0.81186926
0.61685485
0.3385082
0.7806322
0.60940534
0.6769895
0.40833896
0.8079108
0.8080061
0.94627845
0.53573966
1.9647965
0.69257104
1.0674202
0.8149084
0.9941728
1.1415926
0.7649184
0.9680268
