solution,ini_v,time,optimality
1.3433180948516095,33.0,21.161506175994873,0
0.2403292260701163,28.0,60.03876781463623,1
0.9456337627038142,32.0,60.04187083244324,1
0.3393313172066056,24.0,60.04410433769226,1
0.6025668681354914,38.0,60.043946504592896,1
0.6871247628189765,28.0,60.047163009643555,1
0.3171674061375141,21.0,60.04830193519592,1
0.6155718589954179,21.0,37.97704601287842,0
0.625703937380199,26.0,60.039268016815186,1
0.21737549225523844,35.0,11.289234638214111,0
