obj
7.205975
6.9312773
12.631259
9.512701
7.9099846
10.208757
6.651717
7.776596
10.507095
10.293848
8.797924
11.583916
10.956841
5.195966
6.297098
5.1586056
5.7816854
8.323246
8.888126
7.261684
8.95128
9.549089
7.3897533
7.048835
8.976786
6.8226585
9.863836
9.337402
9.967788
13.213949
7.5480676
7.965345
4.8022866
6.0497265
7.1839466
7.5697503
11.11569
4.7960773
7.541136
6.86602
5.94471
7.371064
16.010513
10.888756
8.769985
9.441957
8.214279
6.9242277
7.205707
3.8374004
9.233797
5.0145807
8.827177
11.941283
9.118011
6.567049
10.22254
7.361596
6.164564
8.35583
12.468302
10.09241
13.692583
7.5448565
6.1964717
7.4934497
7.940153
6.912016
6.39633
5.789484
10.17851
6.234482
7.3275557
6.903402
9.553018
7.1244473
9.949553
10.229105
7.96649
5.802603
8.99353
11.226891
8.325471
5.7689943
7.6238837
9.11591
10.356298
7.4716644
5.154319
6.8053427
11.081197
8.915276
8.724539
7.7183175
8.017612
10.592575
10.403255
12.321142
3.5954447
10.77624
